category,sleeveType,premium,costPrice,price
short,unknown,no,35,37
calça aladin,unknown,no,23,34
short,unknown,no,16,30
short,unknown,yes,28,35
vestido jeans solto curto,Manga longa,no,32,36
macacao longo,Uma manga só,yes,15,39
vestido jeans solto longo,Manga 3/4,yes,26,45
sueter,Manga longa,yes,34,45
vestido jeans colado medio,Manga curta,no,25,30
sueter,Manga longa,no,33,40
calça mom,unknown,no,27,34
saia,unknown,no,37,39
short jeans,unknown,yes,26,39
vestido solto longo,regata,no,27,42
calça jeans mom,unknown,yes,16,48
leggings,unknown,no,32,36
vestido jeans colado curto,Manga curta,no,24,30
calça jeans,unknown,no,45,50
vestido solto longo,Manga curta,yes,24,43
vestido jeans solto longo,Uma manga só,yes,32,50
short jeans,unknown,yes,30,43
saia jeans,unknown,no,25,35
calça aladin,unknown,no,15,30
calça jeans wide leg,unknown,no,33,50
saia jeans,unknown,no,23,32
calça aladin,unknown,no,44,44
cropped,Manga longa,no,31,31
calça jeans aladin,unknown,no,29,49
short jeans,unknown,no,31,40
blazer,Manga longa,no,37,47
vestido jeans solto medio,Manga curta,no,36,38
saia,unknown,yes,19,35
short,unknown,no,29,31
saia jeans,unknown,no,30,40
vestido jeans colado curto,regata,no,17,22
vestido jeans solto curto,regata,no,15,20
vestido jeans solto longo,Uma manga só,no,27,42
vestido jeans solto medio,Manga longa,yes,17,27
calça jeans skinny,unknown,no,24,45
calça jeans wide leg,unknown,no,47,48
macaquinho,Manga 3/4,no,17,32
macacao longo,Manga curta,no,19,36
vestido jeans solto curto,Uma manga só,yes,24,32
vestido colado medio,Uma manga só,no,35,37
macacao longo,Manga curta,no,26,40
t-shirt,unknown,no,34,35
leggings,unknown,no,17,30
cardigan,Manga longa,no,26,36
saia jeans,unknown,no,39,44
vestido colado medio,Manga curta,no,38,39
vestido jeans solto longo,Manga longa,yes,33,50
vestido jeans colado medio,regata,no,34,37
sueter,Manga longa,no,36,41
vestido jeans colado medio,Uma manga só,no,20,25
vestido jeans solto medio,Manga curta,yes,22,30
vestido jeans solto longo,Manga curta,no,31,45
saia jeans,unknown,no,23,34
macacao longo,Manga 3/4,no,23,38
sueter,Manga longa,no,35,40
calça jeans wide leg,unknown,no,16,45
blusa,regata,yes,27,32
t-shirt,unknown,no,29,30
blusa,Manga 3/4,yes,21,29
blazer,Manga longa,no,16,34
calça jeans,unknown,no,40,50
calça,unknown,no,32,36
sueter,Manga longa,no,35,40
cardigan,Manga longa,no,18,33
vestido jeans solto longo,Uma manga só,no,22,37
calça jeans mom,unknown,no,32,49
saia jeans,unknown,no,15,30
sueter,Manga longa,yes,30,45
calça jeans skinny,unknown,no,23,45
vestido jeans solto medio,Uma manga só,yes,18,27
vestido jeans solto medio,regata,no,35,36
t-shirt,unknown,yes,31,36
vestido jeans colado medio,Uma manga só,no,39,40
saia,unknown,yes,26,35
vestido solto longo,Manga longa,yes,27,47
saia jeans,unknown,yes,15,34
short jeans,unknown,no,28,38
saia,unknown,yes,40,46
macaquinho,regata,no,34,40
vestido solto longo,Manga 3/4,yes,30,48
saia jeans,unknown,yes,21,34
calça jeans aladin,unknown,no,35,50
vestido jeans solto curto,Uma manga só,no,37,38
short jeans,unknown,no,22,32
vestido solto longo,Manga longa,no,39,49
jaqueta,Manga longa,yes,23,41
cardigan,Manga longa,yes,15,34
calça jeans wide leg,unknown,yes,28,50
calça jeans skinny,unknown,no,27,47
vestido solto longo,Manga 3/4,no,23,38
vestido colado medio,regata,yes,21,30
cropped,Manga longa,yes,30,36
blazer,Manga longa,no,34,44
short,unknown,no,34,36
calça jeans skinny,unknown,no,34,50
t-shirt,unknown,no,28,29
blazer,Manga longa,no,22,37
vestido jeans solto curto,Manga longa,no,21,27
short jeans,unknown,no,38,42
vestido jeans solto curto,Uma manga só,no,17,22
vestido jeans solto medio,regata,no,22,28
saia,unknown,no,24,32
leggings,unknown,no,30,35
short jeans,unknown,no,34,41
vestido jeans solto medio,Manga longa,no,29,34
jaqueta,Manga longa,no,19,35
vestido jeans colado curto,Manga longa,no,35,37
saia jeans,unknown,no,20,30
saia jeans,unknown,yes,22,37
vestido jeans colado curto,Manga curta,no,23,28
vestido colado longo,Manga curta,no,23,38
calça aladin,unknown,no,18,30
vestido jeans solto curto,Uma manga só,no,22,27
leggings,unknown,no,28,35
blazer,Manga longa,no,21,36
cardigan,Manga longa,no,24,35
short,unknown,no,26,32
calça aladin,unknown,yes,33,40
sueter,Manga longa,no,39,42
calça,unknown,no,17,30
blusa,regata,no,32,33
calça,unknown,no,15,29
sueter,Manga longa,no,18,32
vestido jeans solto curto,regata,yes,28,36
saia,unknown,no,30,31
short jeans,unknown,no,23,34
vestido solto longo,Manga longa,yes,19,39
calça jeans wide leg,unknown,no,29,49
vestido solto longo,Manga longa,yes,37,50
vestido jeans solto curto,Manga longa,yes,32,40
blazer,Manga longa,yes,26,43
t-shirt,unknown,no,34,35
calça jeans,unknown,no,32,50
saia,unknown,yes,22,36
calça jeans aladin,unknown,no,46,48
cardigan,Manga longa,yes,15,34
blazer,Manga longa,yes,25,45
saia jeans,unknown,no,38,43
macaquinho,Manga longa,no,19,34
t-shirt,unknown,no,13,20
vestido jeans solto medio,regata,yes,21,30
calça jeans aladin,unknown,no,21,46
leggings,unknown,yes,30,40
macaquinho,Uma manga só,no,31,40
short,unknown,no,23,31
saia,unknown,yes,21,33
short jeans,unknown,no,29,39
vestido solto longo,Manga curta,yes,22,42
calça jeans wide leg,unknown,no,19,45
leggings,unknown,yes,20,35
macacao longo,Manga curta,no,34,44
vestido jeans solto medio,Uma manga só,no,20,26
calça jeans aladin,unknown,no,15,45
vestido jeans solto medio,Manga curta,no,24,30
macacao longo,Manga longa,no,20,35
macacao longo,Manga curta,yes,18,39
calça jeans aladin,unknown,no,26,46
vestido solto curto,Manga curta,no,39,40
cardigan,Manga longa,no,31,40
short jeans,unknown,yes,20,33
cardigan,Manga longa,no,33,40
saia,unknown,no,37,39
calça jeans skinny,unknown,no,27,47
vestido solto longo,Manga longa,yes,20,40
calça wide leg,unknown,yes,32,39
saia,unknown,no,28,32
blazer,Manga longa,no,25,40
saia,unknown,no,31,33
blazer,Manga longa,yes,38,50
vestido jeans solto medio,regata,yes,30,39
calça jeans wide leg,unknown,no,27,47
calça jeans mom,unknown,no,16,44
sueter,Manga longa,yes,22,38
blazer,Manga longa,yes,40,50
vestido colado curto,Manga 3/4,no,22,27
macaquinho,Uma manga só,no,23,35
saia,unknown,no,48,49
calça jeans aladin,unknown,yes,45,50
cardigan,Manga longa,no,15,30
macaquinho,Manga curta,no,26,36
vestido jeans colado curto,Manga 3/4,no,39,40
macaquinho,Manga 3/4,yes,34,45
blusa,Uma manga só,no,20,25
vestido jeans colado curto,Uma manga só,no,27,31
vestido jeans colado curto,Manga longa,no,36,38
calça jeans skinny,unknown,no,41,50
sueter,Manga longa,no,35,40
vestido jeans solto medio,regata,no,19,24
vestido jeans solto medio,Manga longa,no,15,20
sueter,Manga longa,no,38,41
calça jeans wide leg,unknown,no,32,50
calça mom,unknown,no,23,33
macaquinho,Manga 3/4,no,19,34
vestido solto longo,Manga 3/4,no,17,32
vestido jeans solto longo,Uma manga só,yes,30,48
sueter,Manga longa,no,40,42
cropped,Manga longa,yes,29,34
calça aladin,unknown,no,36,38
vestido colado longo,Manga 3/4,yes,18,36
sueter,Manga longa,yes,20,41
vestido jeans solto medio,Manga longa,yes,16,26
calça jeans wide leg,unknown,no,44,50
vestido solto longo,Manga longa,no,34,47
vestido jeans solto medio,Uma manga só,no,18,23
macaquinho,Manga curta,no,21,35
saia,unknown,no,24,31
calça mom,unknown,yes,39,45
saia jeans,unknown,no,15,30
calça jeans wide leg,unknown,no,31,50
saia jeans,unknown,yes,36,45
short,unknown,yes,24,37
sueter,Manga longa,no,35,40
short,unknown,no,20,30
vestido jeans solto medio,Uma manga só,no,25,30
cardigan,Manga longa,no,32,40
saia jeans,unknown,no,18,30
vestido jeans solto longo,Manga curta,no,20,36
short jeans,unknown,no,29,39
calça jeans,unknown,no,26,46
jaqueta,Manga longa,yes,40,50
calça mom,unknown,yes,39,46
vestido solto longo,Manga 3/4,yes,34,50
sueter,Manga longa,no,24,35
vestido solto curto,Manga longa,no,37,39
vestido colado curto,Manga curta,no,22,27
calça jeans wide leg,unknown,no,35,50
calça jeans wide leg,unknown,yes,27,50
saia jeans,unknown,yes,25,38
calça aladin,unknown,no,36,39
vestido solto curto,Manga 3/4,yes,40,44
short jeans,unknown,yes,27,42
short,unknown,yes,32,38
sueter,Manga longa,no,37,40
vestido solto longo,Uma manga só,no,29,45
saia jeans,unknown,no,48,49
calça jeans wide leg,unknown,no,29,48
vestido colado medio,Manga 3/4,yes,19,29
vestido jeans solto curto,Uma manga só,no,22,27
vestido colado curto,Manga 3/4,no,22,28
macacao longo,Uma manga só,no,23,39
saia jeans,unknown,no,30,39
cardigan,Manga longa,yes,42,42
vestido jeans solto curto,Manga longa,yes,18,29
blazer,Manga longa,no,39,49
leggings,unknown,no,39,41
calça skinny,unknown,no,17,30
vestido jeans solto medio,Manga longa,yes,40,44
vestido colado medio,Manga curta,no,17,22
vestido solto longo,regata,no,29,44
calça jeans wide leg,unknown,no,44,51
vestido jeans solto longo,Manga 3/4,no,22,37
vestido jeans solto curto,Uma manga só,no,18,23
jaqueta,Manga longa,no,22,37
saia,unknown,yes,33,39
vestido jeans solto medio,Manga 3/4,no,29,34
vestido jeans solto curto,Manga longa,no,15,20
t-shirt,unknown,yes,19,29
blazer,Manga longa,no,27,40
short,unknown,yes,26,35
calça wide leg,unknown,no,35,38
vestido jeans colado curto,Manga longa,yes,30,38
vestido colado curto,Manga 3/4,no,23,27
vestido solto curto,regata,no,19,24
jaqueta,Manga longa,no,33,43
cardigan,Manga longa,no,36,41
vestido solto longo,Manga 3/4,yes,20,38
macacao longo,Manga longa,yes,32,45
macaquinho,Manga curta,no,18,33
macaquinho,Uma manga só,no,18,33
calça aladin,unknown,no,31,35
vestido solto medio,Uma manga só,yes,37,41
vestido jeans solto medio,Manga longa,yes,20,28
cardigan,Manga longa,yes,15,35
jaqueta,Manga longa,no,27,40
cardigan,Manga longa,no,24,35
vestido colado curto,Manga 3/4,no,26,31
calça jeans,unknown,no,35,50
short,unknown,no,23,31
vestido jeans solto longo,regata,no,32,46
vestido jeans colado medio,Manga longa,no,33,37
vestido colado longo,Manga curta,no,20,35
vestido colado longo,Uma manga só,no,38,49
t-shirt,unknown,no,29,30
calça jeans aladin,unknown,no,27,47
calça jeans,unknown,no,31,50
calça skinny,unknown,no,19,30
t-shirt,unknown,no,27,28
calça jeans mom,unknown,no,33,50
blusa,Manga 3/4,yes,27,31
calça wide leg,unknown,no,32,36
cardigan,Manga longa,no,20,35
calça mom,unknown,no,32,37
calça wide leg,unknown,no,29,35
jaqueta,Manga longa,no,36,46
short jeans,unknown,no,28,38
blazer,Manga longa,no,30,40
short,unknown,yes,30,36
calça,unknown,no,35,38
short,unknown,no,36,39
cardigan,Manga longa,no,26,36
vestido solto longo,Manga curta,yes,23,41
vestido solto medio,Manga curta,yes,30,40
calça jeans,unknown,no,23,45
calça jeans wide leg,unknown,no,30,50
saia jeans,unknown,no,15,31
calça jeans aladin,unknown,yes,40,50
short jeans,unknown,no,27,37
calça jeans skinny,unknown,no,30,50
leggings,unknown,yes,28,38
blazer,Manga longa,no,30,40
short jeans,unknown,no,16,30
vestido jeans solto curto,Uma manga só,no,21,26
vestido colado curto,regata,no,18,23
vestido jeans colado curto,regata,yes,29,39
calça,unknown,no,30,35
short,unknown,no,40,42
saia,unknown,no,29,32
leggings,unknown,no,35,38
t-shirt,unknown,no,35,35
calça aladin,unknown,yes,34,43
cardigan,Manga longa,no,30,40
vestido jeans colado medio,regata,no,30,35
vestido jeans solto curto,Manga longa,no,21,26
saia jeans,unknown,yes,17,35
t-shirt,unknown,no,32,33
vestido colado longo,regata,no,23,38
t-shirt,unknown,no,30,31
calça jeans,unknown,no,22,45
cropped,Manga curta,no,20,25
leggings,unknown,yes,18,34
short jeans,unknown,no,24,34
calça jeans,unknown,no,31,50
macacao longo,Uma manga só,no,19,35
vestido jeans solto curto,Manga 3/4,no,40,41
cropped,regata,no,27,29
calça jeans mom,unknown,yes,47,48
macacao longo,Manga longa,yes,36,50
macacao longo,regata,no,18,35
vestido jeans solto medio,Manga longa,no,28,34
t-shirt,unknown,no,27,28
vestido jeans colado curto,regata,no,22,27
short,unknown,no,39,40
short jeans,unknown,no,23,33
cropped,Manga 3/4,no,28,30
vestido jeans solto curto,Manga longa,no,22,27
vestido solto longo,Manga 3/4,no,38,49
saia,unknown,no,23,32
calça jeans wide leg,unknown,no,24,45
short,unknown,no,18,30
vestido jeans colado curto,Manga longa,yes,16,24
calça wide leg,unknown,no,37,39
calça,unknown,no,28,36
cardigan,Manga longa,yes,26,39
calça wide leg,unknown,no,15,31
calça jeans wide leg,unknown,no,39,50
calça wide leg,unknown,no,15,29
short,unknown,no,28,32
vestido jeans colado medio,Manga longa,no,34,37
short jeans,unknown,no,20,29
short,unknown,no,20,30
blazer,Manga longa,no,40,50
short jeans,unknown,no,29,39
vestido jeans colado medio,regata,no,15,20
vestido jeans colado medio,Manga 3/4,no,31,35
vestido jeans colado curto,regata,yes,30,38
jaqueta,Manga longa,yes,21,42
vestido colado longo,Manga curta,no,24,39
sueter,Manga longa,yes,26,41
calça,unknown,no,31,35
vestido jeans colado medio,Uma manga só,yes,36,42
calça jeans wide leg,unknown,no,18,45
macaquinho,Manga longa,no,40,42
vestido jeans colado curto,Manga longa,no,36,38
jaqueta,Manga longa,no,35,45
vestido colado medio,regata,no,22,27
calça skinny,unknown,no,20,30
blazer,Manga longa,no,21,36
t-shirt,unknown,no,17,22
leggings,unknown,no,26,35
sueter,Manga longa,no,36,40
vestido jeans solto longo,Uma manga só,no,21,35
vestido jeans solto curto,Uma manga só,no,22,27
vestido solto longo,Manga longa,no,25,40
vestido jeans solto medio,Manga 3/4,no,16,21
vestido solto longo,Uma manga só,yes,38,50
vestido solto medio,Manga longa,no,28,33
macaquinho,regata,no,40,42
calça jeans mom,unknown,no,24,45
vestido solto longo,Uma manga só,no,21,36
calça jeans mom,unknown,yes,23,49
macaquinho,Uma manga só,yes,31,43
vestido jeans solto curto,Uma manga só,yes,31,40
vestido jeans solto medio,Manga curta,yes,36,41
short jeans,unknown,yes,31,45
vestido jeans colado curto,Manga 3/4,no,22,27
vestido colado medio,Manga longa,no,20,25
calça wide leg,unknown,yes,33,40
vestido jeans colado medio,Manga longa,yes,36,43
vestido jeans solto curto,Manga curta,yes,33,39
sueter,Manga longa,yes,27,41
cropped,Manga curta,no,25,27
leggings,unknown,no,22,32
saia,unknown,no,17,30
cropped,Manga longa,yes,32,37
vestido jeans solto medio,Manga longa,yes,18,26
blazer,Manga longa,yes,35,49
saia,unknown,no,25,32
vestido colado curto,Manga curta,yes,37,43
macacao longo,Manga 3/4,no,34,44
vestido jeans solto longo,regata,yes,28,47
leggings,unknown,no,21,31
short jeans,unknown,yes,25,38
calça jeans wide leg,unknown,yes,18,50
sueter,Manga longa,no,17,32
short jeans,unknown,no,30,40
saia,unknown,no,23,31
vestido jeans solto curto,regata,yes,26,36
macaquinho,regata,yes,34,43
saia,unknown,no,23,31
vestido solto longo,Manga 3/4,no,31,45
calça jeans,unknown,no,32,49
vestido solto longo,Manga 3/4,no,22,37
blusa,Manga longa,no,27,29
blusa,regata,yes,19,27
calça wide leg,unknown,yes,29,38
sueter,Manga longa,no,17,32
sueter,Manga longa,no,18,33
saia,unknown,no,41,42
short,unknown,no,45,47
saia jeans,unknown,yes,30,45
short,unknown,yes,34,41
calça jeans aladin,unknown,yes,30,50
vestido colado longo,Uma manga só,no,49,49
t-shirt,unknown,no,30,31
vestido jeans colado medio,regata,no,16,22
short,unknown,no,16,30
saia jeans,unknown,no,23,34
blazer,Manga longa,yes,34,47
calça mom,unknown,no,29,35
calça jeans wide leg,unknown,yes,38,50
cropped,Manga curta,no,11,20
saia jeans,unknown,no,24,34
saia jeans,unknown,no,40,45
jaqueta,Manga longa,no,49,49
sueter,Manga longa,yes,38,46
calça aladin,unknown,no,35,38
macacao longo,Manga 3/4,no,24,39
t-shirt,unknown,no,13,20
calça,unknown,yes,39,47
macacao longo,Uma manga só,no,36,46
macaquinho,Manga longa,yes,30,45
cardigan,Manga longa,no,36,40
cardigan,Manga longa,no,36,40
vestido jeans solto curto,Manga longa,yes,35,41
saia,unknown,no,25,32
macacao longo,Manga 3/4,no,32,42
calça skinny,unknown,no,15,30
vestido jeans colado medio,Uma manga só,yes,29,37
cardigan,Manga longa,yes,38,45
saia jeans,unknown,yes,20,33
saia jeans,unknown,no,32,40
short,unknown,no,30,32
short,unknown,no,32,34
saia jeans,unknown,no,27,37
saia,unknown,no,25,32
t-shirt,unknown,no,16,21
calça skinny,unknown,no,18,30
short jeans,unknown,yes,46,47
blazer,Manga longa,no,38,48
vestido colado longo,Manga curta,no,31,45
vestido jeans solto curto,Manga 3/4,no,35,37
short jeans,unknown,yes,16,35
vestido jeans solto medio,regata,no,30,35
vestido jeans colado curto,Manga curta,no,27,32
calça aladin,unknown,no,34,37
jaqueta,Manga longa,no,36,47
short,unknown,no,26,32
sueter,Manga longa,yes,21,38
vestido jeans colado medio,regata,no,35,37
vestido jeans solto medio,regata,no,28,33
short jeans,unknown,no,37,42
vestido colado longo,regata,no,23,38
jaqueta,Manga longa,no,21,36
vestido colado medio,regata,yes,28,37
saia jeans,unknown,no,19,30
calça mom,unknown,no,31,36
vestido jeans solto curto,regata,no,35,37
vestido colado medio,Manga 3/4,yes,17,26
macacao longo,regata,no,28,40
saia,unknown,yes,22,36
vestido jeans solto medio,Manga curta,no,24,29
vestido colado medio,Manga 3/4,no,25,30
cardigan,Manga longa,no,19,35
macaquinho,Manga longa,yes,33,44
macaquinho,Uma manga só,no,36,41
calça jeans aladin,unknown,no,44,50
leggings,unknown,yes,26,39
vestido jeans colado curto,Uma manga só,yes,23,33
short jeans,unknown,no,25,35
vestido jeans colado medio,Manga curta,no,23,29
saia jeans,unknown,no,23,33
calça wide leg,unknown,yes,18,35
t-shirt,unknown,no,21,26
calça aladin,unknown,no,29,35
short jeans,unknown,yes,29,42
vestido colado medio,Manga curta,no,27,32
vestido solto curto,Manga curta,yes,27,35
calça wide leg,unknown,no,30,35
blazer,Manga longa,no,17,35
short,unknown,yes,25,36
vestido jeans colado curto,Manga 3/4,no,24,29
sueter,Manga longa,yes,35,44
vestido jeans colado curto,Uma manga só,yes,44,44
t-shirt,unknown,yes,21,30
leggings,unknown,no,22,33
macacao longo,Manga 3/4,no,36,46
saia jeans,unknown,no,16,30
vestido jeans solto curto,Manga 3/4,yes,30,39
vestido jeans solto curto,Manga longa,no,19,24
calça aladin,unknown,no,18,31
short jeans,unknown,no,28,38
calça wide leg,unknown,no,23,33
vestido jeans solto medio,Manga 3/4,no,40,41
blusa,regata,yes,30,35
t-shirt,unknown,yes,17,25
saia jeans,unknown,yes,22,36
saia,unknown,no,32,34
macaquinho,regata,no,24,35
macaquinho,regata,no,20,35
blazer,Manga longa,no,27,40
t-shirt,unknown,no,24,27
vestido jeans solto medio,Manga curta,no,37,39
macacao longo,Manga 3/4,yes,19,40
cropped,Uma manga só,no,17,22
jaqueta,Manga longa,no,16,35
macaquinho,Manga curta,no,39,42
short,unknown,no,24,31
t-shirt,unknown,no,13,20
vestido solto curto,regata,no,17,22
t-shirt,unknown,yes,10,23
vestido jeans solto curto,Manga 3/4,yes,40,45
vestido jeans solto curto,Manga longa,yes,34,41
vestido colado medio,Uma manga só,no,31,36
vestido jeans colado medio,Manga 3/4,no,40,41
vestido colado longo,Manga longa,no,21,36
macaquinho,Manga longa,no,16,31
vestido jeans solto curto,Uma manga só,no,32,35
calça wide leg,unknown,no,15,30
blazer,Manga longa,yes,22,41
cropped,Manga 3/4,yes,34,40
calça jeans wide leg,unknown,no,27,46
saia jeans,unknown,no,31,40
calça mom,unknown,no,36,39
